Chemical Formula;Molecular Weight (monoisotopic);Generic Name;CAS Number
C17H23N3O7;381,153600; [[(3R,4R,5S,6R)-3-(butanoylamino)-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-ylidene]amino] N-phenylcarbamate;
C22H24ClN3O;381,160790; Azelastine;58581-89-8
C22H19N7;381,170194; [4-({4-[(5-CYCLOPROPYL-1H-PYRAZOL-3-YL)AMINO]QUINAZOLIN-2-YL}IMINO)CYCLOHEXA-2,5-DIEN-1-YL]ACETONITRILE;
C22H19N7;381,170194; [4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile;
C21H22FN4O2;381,172679; CRA_11092;
C15H23N7O5;381,176067; Adenosyl-Ornithine;
C15H23N7O5;381,176067; N(4)-adenosyl-N(4)-methyl-2,4-diaminobutanoic acid;111770-79-7
C22H24FN3O2;381,185255; 6-FLUORO-2-[2-HYDROXY-3-(2-METHYL-CYCLOHEXYLOXY)-PHENYL]-1H-INDOLE-5-CARBOXAMIDINE;
C23H27NO4;381,194008; (1S,2S,5S)2-(4-GLUTARIDYLBENZYL)-5-PHENYL-1-CYCLOHEXANOL;
C21H24FN5O;381,196489; 5-{[1-(2-fluorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine;
C22H27N3O3;381,205242; 1S,3AS,8AS-TRIMETHYL-1-OXIDO-1,2,3,3A,8,8A-HEXAHYDROPYRROLO[2,3-B]INDOL-5-YL 2-ETHYLPHENYLCARBAMATE;
C21H27N5O2;381,216475; [PHENYLALANINYL-PROLINYL]-[2-(PYRIDIN-4-YLAMINO)-ETHYL]-AMINE;
C17H16Cl2N2O4;382,048712; 2-[4-({[(3,5-DICHLOROPHENYL)AMINO]CARBONYL}AMINO)PHENOXY]-2-METHYLPROPANOIC ACID;
C18H20Cl2N2O3;382,085098; 4-(2-AMINOETHOXY)-3,5-DICHLORO-N-[3-(1-METHYLETHOXY)PHENYL]BENZAMIDE;
C18H20Cl2N2O3;382,085098; 5-(5-(2,6-DICHLORO-4-(4,5-DIHYDRO-2-OXAZOLY)PHENOXY)PENTYL)-3-METHYL ISOXAZOLE;
C16H18N2O9;382,101230; (2E)-2-({(2S)-2-CARBOXY-2-[(PHENOXYACETYL)AMINO]ETHOXY}IMINO)PENTANEDIOIC ACID;
C19H18N4O3S;382,109961; 1-[2-(3-ACETYL-2-HYDROXY-6-METHOXY-PHENYL)-CYCLOPROPYL]-3-(5-CYANO-PYRIDIN-2-YL)-THIOUREA;
C15H28O7P2;382,131026; FARNESYL DIPHOSPHATE;
C19H16F2N6O;382,135366; 1-(6-CYANO-3-PYRIDYLCARBONYL)-5',8'-DIFLUOROSPIRO[PIPERIDINE-4,2'(1'H)-QUINAZOLINE]-4'-AMINE;
C22H23ClN2O2;382,144806; Loratadine;79794-75-5
C21H22N2O5;382,152872; 1-((2-HYDROXYETHOXY)METHYL)-5-(3-(BENZYLOXY)BENZYL)PYRIMIDINE-2,4(1H,3H)-DIONE;
C22H18N6O;382,154209; N-[4-Methyl-3-[[4-(3-Pyridinyl)-2-Pyrimidinyl]Amino]Phenyl]-3-Pyridinecarboxamide;
C20H22N4O4;382,164105; 2,5-bis-o-{3-[amino(imino)methyl]phenyl}-1,4:3,6-dianhydro-d-glucitol;
C20H22N4O4;382,164105; 2-O-(4'-AMIDINOPHENYL)-5-O-(3''-AMIDINOPHENYL)-1,4:3,6-DIANHYDRO-D-SORBITOL;
C20H22N4O4;382,164105; 2,5-O,O-BIS-{4',4''-AMIDINOPHENYL}-1,4:3,6-DIANHYDRO-D-SORBITOL;
C20H22N4O4;382,164105; 2-O-(3'-AMIDINOPHENYL)-5-O-(4''-AMIDINOPHENYL}-1,4:3,6-DIANHYDRO-D-SORBITOL;
C22H26N2O2S;382,171499; Eletriptan;143322-58-1
C19H22N6O3;382,175339; N-ethyl-4-{[5-(methoxycarbamoyl)-2-methylphenyl]amino}-5-methylpyrrolo[2,1-f][1,2,4]triazine-6-carboxamide;
C22H26N2O4;382,189257; 6-CARBAMIMIDOYL-2-[2-HYDROXY-6-(4-HYDROXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID;
C22H26N2O4;382,189257; Tofisopam;22345-47-7
C19H24N7O2;382,199148; 4-[(2-{4-[(CYCLOPROPYLCARBAMOYL)AMINO]-1H-PYRAZOL-3-YL}-1H-BENZIMIDAZOL-6-YL)METHYL]MORPHOLIN-4-IUM;
C22H38O5;382,271924; Misoprostol;59122-46-2
C22H38O5;382,271924; Octylphenoxy polyethoxyethanol;9036-19-5
C15H11BrClNO2S;382,938240; (2S)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1,3-thiazolidin-4-one;
C13H14BrN5O2S;383,005158; 6-BROMO-13-THIA-2,4,8,12,19-PENTAAZATRICYCLO[12.3.1.1~3,7~]NONADECA-1(18),3(19),4,6,14,16-HEXAENE 13,13-DIOXIDE;
C13H13N5O5S2;383,035810; Ceftizoxime;68401-81-0
C12H21N3O5S3;383,064333; Brinzolamide;138890-62-7
C18H19Cl2NO4;383,069114; Felodipine;72509-76-3
C16H15F2N3O4S;383,075133; Pantoprazole;102625-70-7
C24H20As;383,078097; Tetraphenyl-Arsonium;
C18H14ClN5O3;383,078517; 3-({4-[(5-CHLORO-1,3-BENZODIOXOL-4-YL)AMINO]PYRIMIDIN-2-YL}AMINO)BENZAMIDE;
C22H17N5O2;383,138225; 7-methoxy-4-[(6-phenyl[1,2,4]triazolo[4,3-b]pyridazin-3-yl)methoxy]quinoline;
C14H25NO11;383,142761; 2-(Acetylamino)-2-Deoxy-4-O-Beta-D-Galactopyranosyl-Alpha-D-Glucopyranose;
C18H20F3N3O3;383,145676; 4-({(2R,5S)-2,5-DIMETHYL-4-[(2R)-3,3,3-TRIFLUORO-2-HYDROXY-2-METHYLPROPANOYL]PIPERAZIN-1-YL}CARBONYL)BENZONITRILE;
C20H21N3O5;383,148121; N-[2-(1-Maleimidyl)Ethyl]-7-Diethylaminocoumarin-3-Carboxamide;
C20H21N3O5;383,148121; (1S,5S,7R)-N~7~-(BIPHENYL-4-YLMETHYL)-N~3~-HYDROXY-6,8-DIOXA-3-AZABICYCLO[3.2.1]OCTANE-3,7-DICARBOXAMIDE;
C17H25N3O5S;383,151492; Meropenem;119478-56-7
C17H25N3O5S;383,151492; N-(4-Aminobutanoyl)-S-(4-Methoxybenzyl)-L-Cysteinylglycine;
C19H21N5O4;383,159354; Prazosin;19216-56-9
C21H25N3O2S;383,166748; Quetiapine;111974-69-7
C23H21N5O;383,174610; (2S)-1-{[5-(1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}-3-[(7AS)-7AH-INDOL-3-YL]PROPAN-2-AMINE;
C22H26FN3O2;383,200905; N-({(2S)-1-[(3R)-3-AMINO-4-(2-FLUOROPHENYL)BUTANOYL]PYRROLIDIN-2-YL}METHYL)BENZAMIDE;
C22H29N3O3;383,220892; (METHYLPYRIDAZINE PIPERIDINE PROPYLOXYPHENYL)ETHYLACETATE;
C20H37N3O4;383,278407; 2-ACETYLAMINO-4-METHYL-PENTANOIC ACID [1-(1-FORMYL-PENTYLCARBAMOYL)-3-METHYL-BUTYL]-AMIDE;
C9H10HgO2S;384,010776; Thimerosal;148-61-8
C10H14N2O10P2;384,012368; 2',3'-Dehydro-2',3'-Deoxy-Thymidine 5'-Diphosphate;
C15H16N2O6S2;384,044978; Ticarcillin;34787-01-4
C14H20N6O5S;384,121588; S-Adenosyl-L-Homocysteine;979-92-0
C18H20N6O2S;384,136845; 4-{[4-(1-CYCLOPROPYL-2-METHYL-1H-IMIDAZOL-5-YL)PYRIMIDIN-2-YL]AMINO}-N-METHYLBENZENESULFONAMIDE;
C20H22N3O3S;384,138187; N-{3-METHYL-5-[2-(PYRIDIN-4-YLAMINO)-ETHOXY]-PHENYL}-BENZENESULFONAMIDE;
C20H16N8O;384,144707; N-(3-(8-CYANO-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZIN-2-YLAMINO)PHENYL)ACETAMIDE;
C24H20N2O3;384,147393; 1-BENZYL-3-(4-METHOXYPHENYLAMINO)-4-PHENYLPYRROLE-2,5-DIONE;
C23H20N4O2;384,158626; 3-[1-(3-AMINOPROPYL)-1H-INDOL-3-YL]-4-(1H-INDOL-3-YL)-1H-PYRROLE-2,5-DIONE;
C23H20N4O2;384,158626; N-(P-CYANOPHENYL)-N'-DIPHENYLMETHYL-GUANIDINE-ACETIC ACID;
C18H21BN4O5;384,160500; (1R)-2-{[AMINO(IMINO)METHYL]AMINO}-1-{4-[(4R)-4-(HYDROXYMETHYL)-1,3,2-DIOXABOROLAN-2-YL]PHENYL}ETHYL NICOTINATE;
C21H24N2O5;384,168522; BENZOYL-TYROSINE-ALANINE-METHYL KETONE;
C22H20N6O;384,169859; (2S)-1-(6H-INDOL-3-YL)-3-{[5-(7H-PYRAZOLO[3,4-C]PYRIDIN-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE;
C19H24N6O3;384,190989; 2,4-Diamino-5-Methyl-6-[(3,4,5-Trimethoxy-N-Methylanilino)Methyl]Pyrido[2,3-D]Pyrimidine;
C24H24N4O;384,195011; 6-[N-(1-Isopropyl-3,4-Dihydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine;
C19H25BN4O4;384,196886; Bortezomib;179324-69-7
C19H25BN4O4;384,196886; N-[(1R)-1-(DIHYDROXYBORYL)-3-METHYLBUTYL]-N-(PYRAZIN-2-YLCARBONYL)-L-PHENYLALANINAMIDE;
C23H24N6;384,206245; 3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)-1H-INDAZOLE-6-CARBONITRILE;
C24H32O4;384,230060; Ethynodiol Diacetate;297-76-7
C20H36N2O3S;384,244664; Ibutilide;122647-32-9
C22H32N4O2;384,252526; (S)-N-(4-carbamimidoylbenzyl)-1-(3-cyclohexylpropanoyl)pyrrolidine-2-carboxamide;
C27H44O;384,339216; Cholecalciferol;67-97-0
C17H12BrN3O3;385,006204; CRA_9678;
C22H15N3O4;385,106256; 3,4-DI-1H-INDOL-3-YL-1H-PYRROLE-2,5-DICARBOXYLIC ACID;
C13H24NO10P;385,113783; Phosphatidylserine;8002-43-5
C19H19N3O6;385,127385; Nilvadipine;75530-68-6
C16H23N3O6S;385,130756; 3(S)-METHYLCARBAMOYL-7-SULFOAMINO-3,4-DIHYDRO-1H-ISOQUINOLINE-2-CARBOXYLIC ACID TERT-BUTYL ESTER;
C16H23N3O6S;385,130756; 3(R)-METHYLCARBAMOYL-7-SULFOAMINO-3,4-DIHYDRO-1H-ISOQUINOLINE-2-CARBOXYLIC ACID TERT-BUTYL ESTER;
C20H20FN3O4;385,143784; 4-((3r,4s,5r)-4-Amino-3,5-Dihydroxy-Hex-1-Ynyl)-5-Fluoro-3-[1-(3-Methoxy-1h-Pyrrol-2-Yl)-Meth-(Z)-Ylidene]-1,3-Dihydro-Indol-2-One;
C21H24ClN3O2;385,155705; D-phenylalanyl-N-(3-chlorobenzyl)-L-prolinamide;
C20H23N3O5;385,163771; [N-(3-DIBENZYLCARBAMOYL-OXIRANECARBONYL)-HYDRAZINO]-ACETIC ACID;
C21H19N7O;385,165108; (4aS)-5-[(2,4-diaminopteridin-6-yl)methyl]-4a,5-dihydro-2H-dibenzo[b,f]azepin-8-ol;
C22H27NO3S;385,171164; 3-{ISOPROPYL[(TRANS-4-METHYLCYCLOHEXYL)CARBONYL]AMINO}-5-PHENYLTHIOPHENE-2-CARBOXYLIC ACID;
C20H27N5O3;385,211390; 6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-4-(3-METHOXYPROPYL)-2,2-DIMETHYL-2H-1,4-BENZOXAZIN-3(4H)-ONE;
C18H31N3O6;385,221286; N-(3-Propylcarbamoyloxirane-2-Carbonyl)-Isoleucyl-Proline;134448-10-5
C21H31N5O2;385,247775; Buspirone;36505-84-7
C21H31N5O2;385,247775; (S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide;
C19H35N3O5;385,257671; 2-[(Formyl-Hydroxy-Amino)-Methyl]-Heptanoic Acid [1-(2-Hydroxymethyl-Pyrrolidine-1-Carbonyl)-2-Methyl-Propyl]-Amide;13434-13-4
C14H11IO3S;385,947358; P-(2'-Iodo-5'-Thenoyl)Hydrotropic Acid;
C9H12BrN2O8P;385,951465; 5-Bromo-2'-Deoxyuridine-5'-Monophosphate;
C16H13Cl3N2OS;385,981417; Tioconazole;65899-73-2
C17H11ClF4N2S;386,026760; Quazepam;36735-22-5
C16H19O7PS;386,058910; (1R)-4-(3-phenoxyphenyl)-1-phosphonobutane-1-sulfonic acid;
C11H20N2O9P2;386,064403; {3-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Amino]-2-Methyl-Propyl}-Phosphonic Acid;
C20H18O8;386,100168; 2,3-Bis-Benzo[1,3]Dioxol-5-Ylmethyl-Succinic Acid;
C14H18N4O9;386,107378; Carboxyethyllumazine;
C14H18N4O9;386,107378; 3-(7-Hydroxy-8-Ribityllumazine-6-Yl) Propionic Acid;
C19H19FN4O4;386,139033; 4-[(1S)-1-(3-fluoro-4-methoxyphenyl)-2-(2-methoxy-5-nitrophenyl)ethyl]-1H-imidazol-2-amine;
C20H22N2O6;386,147786; 2-Hydroxy-5-({1-[(4-Methylphenoxy)Methyl]-3-Oxoprop-1-Enyl}Amino)-L-Tyrosine;
C21H26N2OS2;386,148655; Mesoridazine;5588-33-0
C20H23ClN4O2;386,150954; Clonitazene;3861-76-5
C26H26O3;386,188195; CD564;
C21H24F2N4O;386,191818; (5S)-5-(3-AMINOPROPYL)-3-(2,5-DIFLUOROPHENYL)-N-ETHYL-5-PHENYL-4,5-DIHYDRO-1H-PYRAZOLE-1-CARBOXAMIDE;
C22H30N2O2S;386,202799; Sufentanil;56030-54-7
C18H30N2O7;386,205301; N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCYL-L-ISOLEUCINE;
C24H26N4O;386,210661; 6-[N-(1-Isopropyl-1,2,3,4-Tetrahydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine;
C24H26N4O;386,210661; 3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)QUINOLIN-2(1H)-ONE;
C24H26N4O;386,210661; 5-[(3R)-3-(5-methoxy-3',5'-dimethylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine;
C24H26N4O;386,210661; 5-[(3R)-3-(5-methoxy-2',6'-dimethylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine;
C22H30N2O4;386,220557; (1S,3R,4S,5S,7S)-4-{[2-(4-METHOXYPHENOXY)-2-METHYLPROPANOYL]AMINO}ADAMANTANE-1-CARBOXAMIDE;
C21H30N4O3;386,231791; (S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexyloxy)ethanoyl)pyrrolidine-2-carboxamide;
C21H38O6;386,266839; 6-Deoxyerythronolide B;
C22H34N4O2;386,268176; METHYL-PHE-PRO-AMINO-CYCLOHEXYLGLYCINE;
C27H46O;386,354866; Cholesterol;57-88-5
C8H7ClFN5O4S3;386,933272; 5-{[(4-AMINO-3-CHLORO-5-FLUOROPHENYL)SULFONYL]AMINO}-1,3,4-THIADIAZOLE-2-SULFONAMIDE;
C9H15N3O10P2;387,023267; 2'-deoxyuridine 5'-alpha,beta-imido-diphosphate;
C19H18ClN3O4;387,098584; 5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-(4-METHOXYPHENYL)-1H-PYRAZOLE-3-CARBOXAMIDE;
C24H21NO4;387,147058; 4-[3-(dibenzylamino)phenyl]-2,4-dioxobutanoic acid;
C17H21N7O2S;387,147744; 4-{[5-(CYCLOHEXYLAMINO)[1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL]AMINO}BENZENESULFONAMIDE;
C21H23ClFN3O;387,151368; Flurazepam;17617-23-1
C19H25N5O2S;387,172896; RWJ-51084;
C19H25N5O4;387,190654; Terazosin;63590-64-7
C6H15O13P3;387,972550; Carboxylic PRPP;
C6H15O13P3;387,972550; 5-Phosphoribosyl-1-(Beta-Methylene) Pyrophosphate;
C13H13BrN2O5S;387,972855; 5-Bromothienyldeoxyuridine;
C12H10F4O6P2;387,988874; {[7-(Difluoro-Phosphono-Methyl)-Naphthalen-2-Yl]-Difluoro-Methyl}-Phosphonic Acid;
C9H14N2O11P2;388,007282; Deoxyuridine-5'-Diphosphate;
C19H17ClN2O5;388,082599; 5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-(4-METHOXYPHENYL)ISOXAZOLE-3-CARBOXAMIDE;
C18H21BrN4O;388,089874; 5-Bromo-N[2-(Dimethylamino)Ethyl]-9-Aminoacridine-4-Carboxamide;
C18H20N4O2S2;388,102767; 2-[4-(2H-1,4-BENZOTHIAZINE-3-YL)-PIPERAZINE-1-LY]-1,3-THIAZOLE-4-CARBOXYLIC ACID ETHYLESTER;
C17H17ClN6O3;388,105066; Eszopiclone;138729-47-2
C17H17ClN6O3;388,105066; Zopiclone;43200-80-2
C21H16N4O4;388,117155; 4-(1,3-BENZODIOXOL-5-YLOXY)-2-[4-(1H-IMIDAZOL-1-YL)PHENOXY]-6-METHYLPYRIMIDINE;
C17H20N6O3S;388,131759; 4-{[5-(CYCLOHEXYLOXY)[1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL]AMINO}BENZENESULFONAMIDE;
C23H20N2O4;388,142307; SALOPHEN-10-PROPIONATE IRON CHELATE;
C20H19F3N4O;388,151096; 3-[3-(4-methylpiperazin-1-yl)-7-(trifluoromethyl)quinoxalin-5-yl]phenol;
C21H25ClN2O3;388,155370; Cetirizine;83881-51-0
C21H25ClN2O3;388,155370; Bepotastine;190786-44-8
C20H24N2O6;388,163437; Nisoldipine;63675-72-9
C19H25ClN6O;388,177837; Purvalanol A;212844-53-6
C21H28N2O5;388,199822; Trimethobenzamide;138-56-7
C26H28O3;388,203845; BMS184394;
C20H28N4O4;388,211055; GM6001;
C18H32N2O7;388,220951; Pantothenyl-Aminoethanol-Acetate Pivalic Acid;
C18H32N2O7;388,220951; (E)-(2r,3r,4s,5r)-3,4,5-Trihydroxy-2-Methoxy-8,8-Dimethyl-Non-6-Enoic Acid ((3s,6r)-6-Hydroxy-2-Oxo-Azepan-3-Yl)-Amide;
C23H32O5;388,224974; TESTOSTERONE HEMISUCCINATE;
C13H9BrClNO4S;388,912419; 5-BROMO-2-{[(4-CHLOROPHENYL)SULFONYL]AMINO}BENZOIC ACID;
C14H16ClN3O4S2;389,027075; Cyclothiazide;2259-96-3
C14H16ClN3O4S2;389,027075; N-(5-(4-CHLORO-3-(2-HYDROXY-ETHYLSULFAMOYL)- PHENYLTHIAZOLE-2-YL)-ACETAMIDE;
C17H15N3O4S2;389,050397; N-Hydroxy-4-(Methyl{[5-(2-Pyridinyl)-2-Thienyl]Sulfonyl}Amino)Benzamide;
C21H12ClN3O3;389,056719; N-[4-(2-CHLOROPHENYL)-1,3-DIOXO-1,2,3,6-TETRAHYDROPYRROLO[3,4-C]CARBAZOL-9-YL]FORMAMIDE;
C12H16N5O8P;389,073649; Adenosine Phosphonoacetic Acid;
C12H16N5O8P;389,073649; GUANOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE;
C22H15NO6;389,089937; 2-[(1R)-1-carboxy-2-naphthalen-1-ylethyl]-1,3-dioxo-2,3-dihydro-1H-isoindole-5-carboxylic acid;
C19H19NO6S;389,093308; 3-{5-methoxy-1-[(4-methoxyphenyl)sulfonyl]-1H-indol-3-yl}propanoic acid;
C19H17ClFN3O3;389,094247; (6S)-1-chloro-3-[(4-fluorobenzyl)oxy]-6-(pyrrolidin-1-ylcarbonyl)pyrrolo[1,2-a]pyrazin-4(6H)-one;
C18H19N3O5S;389,104541; Cefprozil;92665-29-7
C13H20N5O7P;389,110035; Adenosine-5'-Propylphosphate;
C19H20ClN3O4;389,114234; 4-chloro-6-{5-[(2-morpholin-4-ylethyl)amino]-1,2-benzisoxazol-3-yl}benzene-1,3-diol;
C17H19N5O4S;389,115775; N-[(2-AMINO-6-METHYLPYRIMIDIN-4-YL)METHYL]-3-{[(E)-(2-OXODIHYDROFURAN-3(2H)-YLIDENE)METHYL]AMINO}BENZENESULFONAMIDE;
C22H19N3O4;389,137556; Tadalafil;171596-29-5
C22H20ClN5;389,140723; 6-{4-[4-(4-CHLOROPHENYL)PIPERIDIN-4-YL]PHENYL}-9H-PURINE;
C19H23N3O4S;389,140927; Hetacillin;3511-16-8
C20H23NO7;389,147452; 3-Benzylaminocarbonylphenyl-Alpha-D-Galactoside;
C18H20FN5O4;389,149932; Gemifloxacin;175463-14-6
C19H24N3O4P;389,150443; (2S)-2-(3-{[AMINO(IMINO)METHYL]AMINO}PHENYL)-3-[(S)-HYDROXY(3-PHENYLPROPYL)PHOSPHORYL]PROPANOIC ACID;
C21H27NO4S;389,166079; Diphemanil Methylsulfate;62-97-5
C19H27N5O4;389,206304; Alfuzosin;81403-80-7
C7H4I2O3;389,824981; 2-HYDROXY-3,5-DIIODOBENZOIC ACID;
C5H13O14P3;389,951815; Alpha-Phosphoribosylpyrophosphoric Acid;13270-65-0
C13H14N2O6S3;390,001398; AL5424;
C9H13FN2O10P2;390,002946; Fudp;
C21H20Cl2O3;390,078950; Permethrin;52645-53-1
C19H22N2O5S;390,124943; Inhibitor Idd 384;
C21H27ClN2O3;390,171020; 5-(7-(6-CHLORO-4-(5-HYDRO-4-METHYL-2-OXAZOLYL)PHENOXY)HEPTYL)-3-METHYL ISOXAZOLE;
C25H27ClN2;390,186277; Meclizine;569-65-3
C20H32F2O5;390,221781; Lubiprostone;136790-76-6
C23H34O5;390,240624; Treprostinil;81846-19-7
C23H34O5;390,240624; 4-(3,12,14-Trihydroxy-10,13-Dimethyl-Hexadecahydro-Cyclopenta[a]Phenanthren-17-Yl)-5h-Furan-2-One;
C18H14FNO4S2;391,034828; 5-(4-FLUOROPHENYL)-3-{[(4-METHYLPHENYL)SULFONYL]AMINO}THIOPHENE-2-CARBOXYLIC ACID;
C19H21NO6S;391,108958; N-HYDROXY-2-[4-(4-PHENOXY-BENZENESULFONYL)-TETRAHYDRO-PYRAN-4-YL]-ACETAMIDE;
C14H22N3O8P;391,114451; 4-(2-Amino-Ethoxy)-2-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Amino]-but-3-Enoic Acid;
C22H21N3O4;391,153206; 2-[5,6-BIS-(4-METHOXY-PHENYL)-FURO[2,3-D]PYRIMIDIN-4-YLAMINO]-ETHANOL;
C24H25NO4;391,178358; Flavoxate;15301-69-6
C21H30ClN3O2;391,202655; 3-cyclohexyl-D-alanyl-N-(3-chlorobenzyl)-L-prolinamide;
C26H33NO2;391,251129; Fenretinide;65646-68-6
C14H9BrN4O3S;391,957874; 4-(5-Bromo-2-Oxo-2h-Indol-3-Ylazo)-Benzenesulfonamide;
C11H13IN4O4;391,998148; 5-iodotubercidin;24386-93-4
C18H18BrClN2O;392,029104; 4-bromo-2-{[(2R)-2-(2-chlorobenzyl)pyrrolidin-1-yl]carbonyl}aniline;
C14H9F9N2O;392,057117; 6-[BIS(2,2,2-TRIFLUOROETHYL)AMINO]-4-(TRIFLUOROMETHYL)QUINOLIN-2(1H)-ONE;
C14H13N6O6P;392,063419; Phosphorylated Dihydropteroate;
C21H16N2O4S;392,083078; BENZYL 6-BENZYL-5,7-DIOXO-6,7-DIHYDRO-5H-[1,3]THIAZOLO[3,2-C]PYRIMIDINE-2-CARBOXYLATE;
C14H21N2O9P;392,098467; N-PYRIDOXYL-2-METHYL-L-GLUTAMIC ACID-5'-MONOPHOSPHATE;
C19H22NO4S2;392,099025; Tiotropium;186691-13-4
C20H19F3N2O3;392,134777; 2-[({4-[2-(trifluoromethyl)phenyl]piperidin-1-yl}carbonyl)amino]benzoic acid;
C20H19F3N2O3;392,134777; (4R,5R)-5-AMINO-1-[2-(1,3-BENZODIOXOL-5-YL)ETHYL]-4-(2,4,5-TRIFLUOROPHENYL)PIPERIDIN-2-ONE;
C25H20N4O;392,163711; 2-({4-[4-(pyridin-4-ylmethyl)-1H-pyrazol-3-yl]phenoxy}methyl)quinoline;
C25H20N4O;392,163711; 2-{[4-(1-methyl-4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy]methyl}quinoline;
C19H22F2N4O3;392,165997; Sparfloxacin;110871-86-8
C20H28N2O4S;392,176978; N-[(2R,3S)-3-AMINO-2-HYDROXY-4-PHENYLBUTYL]-4-METHOXY-2,3,6-TRIMETHYLBENZENESULFONAMIDE;
C16H30N3O6S;392,185531; S-Hexylglutathione;
C22H29FO5;392,199902; Betamethasone;378-44-9
C22H29FO5;392,199902; Dexamethasone;50-02-2
C22H29FO5;392,199902; Paramethasone;53-33-8
C25H30NO3;392,222569; Trospium;10405-02-4
C25H32N2O2;392,246378; Dextromoramide;357-56-2
C24H40O4;392,292660; Ursodeoxycholic acid;128-13-2
C24H40O4;392,292660; Deoxycholic Acid;83-44-3
C24H40O4;392,292660; Chenodeoxycholic acid;474-25-9
C24H40O4;392,292660; (3ALPHA,5BETA,12ALPHA)-3,12-DIHYDROXYCHOLAN-24-OIC ACID;
C13H9Br2N5;392,922471; 6-(2,6-dibromophenyl)pyrido[2,3-d]pyrimidine-2,7-diamine;
C17H12ClNO4S2;392,989627; (E)-3-(5((5-(4-CHLOROPHENYL)FURAN-2-YL)METHYLENE)-4-OXO-2-THIOXOTHIAZOLIDIN-3-YL)PROPANOIC ACID;
C16H11NO9S;393,015452; {4-[(CARBOXYMETHOXY)CARBONYL]-3,3-DIOXIDO-1-OXONAPHTHO[1,2-D]ISOTHIAZOL-2(1H)-YL}ACETIC ACID;
C14H18Cl3N5O2;393,052608; 6,6-DIMETHYL-1-[3-(2,4,5-TRICHLOROPHENOXY)PROPOXY]-1,6-DIHYDRO-1,3,5-TRIAZINE-2,4-DIAMINE;
C20H15N3O4S;393,078327; 3-{[(2,2-DIOXIDO-1,3-DIHYDRO-2-BENZOTHIEN-5-YL)AMINO]METHYLENE}-5-(1,3-OXAZOL-5-YL)-1,3-DIHYDRO-2H-INDOL-2-ONE;
C19H24BrNO3;393,093956; Codeine methylbromide;125-27-9
C22H19NO4S;393,103479; 2-(Biphenyl-4-Sulfonyl)-1,2,3,4-Tetrahydro-Isoquinoline-3-Carboxylic Acid;
C24H15N3O3;393,111341; REL-(9R,12S)-9,10,11,12-TETRAHYDRO-9,12-EPOXY-1H-DIINDOLO[1,2,3-FG:3',2',1'-KL]PYRROLO[3,4-I][1,6]BENZODIAZOCINE-1,3(2H)-DIONE;
C21H19N3O3S;393,114712; Amsacrine;51264-14-3
C18H23N3O5S;393,135842; N-HYDROXY-2(R)-[[(4-METHOXYPHENYL)SULFONYL](3-PICOLYL)AMINO]-3-METHYLBUTANAMIDE HYDROCHLORIDE;
C22H23N3O4;393,168856; Erlotinib;183321-74-6
C26H23N3O;393,184112; Genz-10850;
C26H23N3O;393,184112; N-cyclopropyl-4-methyl-3-[1-(2-methylphenyl)phthalazin-6-yl]benzamide;
C23H24FN3O2;393,185255; 5-FLUORO-1-[4-(4-PHENYL-3,6-DIHYDROPYRIDIN-1(2H)-YL)BUTYL]QUINAZOLINE-2,4(1H,3H)-DIONE;
